date,TAVG_origQcFlag,TAVG_origValue,TAVG_qaFlag,TAVG_qcFlag,TAVG_value,WTEQ_average,WTEQ_origQcFlag,WTEQ_origValue,WTEQ_qaFlag,WTEQ_qcFlag,WTEQ_value,CFS,unit_of_measure,status
2022-05-09,V,23.9,,V,23.9,25.8,V,26.0,,V,26.0,761,ft^3/s,Approved
2022-05-10,V,25.3,,V,25.3,25.7,V,26.0,,V,26.0,667,ft^3/s,Approved
2022-05-11,V,32.0,,V,32.0,25.6,V,26.0,,V,26.0,630,ft^3/s,Approved
2022-05-12,V,32.2,,V,32.2,25.5,V,26.4,,V,26.4,628,ft^3/s,Approved
2022-05-13,V,32.9,,V,32.9,25.2,V,26.4,,V,26.4,613,ft^3/s,Approved
2022-05-14,V,36.7,,V,36.7,24.9,V,26.5,,V,26.5,599,ft^3/s,Approved
2022-05-15,V,41.4,,V,41.4,24.5,V,26.2,,V,26.2,621,ft^3/s,Approved
2022-05-16,V,41.5,,V,41.5,24.3,V,26.1,,V,26.1,828,ft^3/s,Approved
2022-05-17,V,42.4,,V,42.4,24.1,V,26.1,,V,26.1,1340,ft^3/s,Approved
2022-05-18,V,41.2,,V,41.2,23.8,V,25.4,,V,25.4,1620,ft^3/s,Approved
2022-05-19,V,29.1,,V,29.1,23.4,V,26.1,,V,26.1,1700,ft^3/s,Approved
2022-05-20,V,27.0,,V,27.0,23.1,V,26.2,,V,26.2,1470,ft^3/s,Approved
2022-05-21,V,27.1,,V,27.1,22.8,V,26.2,,V,26.2,1230,ft^3/s,Approved
2022-05-22,V,32.0,,V,32.0,22.6,V,26.3,,V,26.3,1090,ft^3/s,Approved
2022-05-23,V,33.1,,V,33.1,22.3,V,26.3,,V,26.3,996,ft^3/s,Approved
2022-05-24,V,36.1,,V,36.1,22.0,V,26.1,,V,26.1,925,ft^3/s,Approved
2022-05-25,V,42.4,,V,42.4,21.6,V,25.6,,V,25.6,921,ft^3/s,Approved
2022-05-26,V,46.0,,V,46.0,21.2,V,25.4,,V,25.4,1160,ft^3/s,Approved
2022-05-27,V,44.6,,V,44.6,20.7,V,25.4,,V,25.4,1980,ft^3/s,Approved
2022-05-28,V,37.9,,V,37.9,20.2,V,25.7,,V,25.7,3050,ft^3/s,Approved
2022-05-29,E,36.0,,E,36.0,19.7,E,27.4,,E,27.4,3200,ft^3/s,Approved
2022-05-30,V,33.6,,V,33.6,19.2,V,28.1,,V,28.1,2940,ft^3/s,Approved
2022-05-31,V,36.1,,V,36.1,18.6,V,27.6,,V,27.6,2540,ft^3/s,Approved
2022-06-01,V,37.0,,V,37.0,18.0,V,27.2,,V,27.2,2210,ft^3/s,Approved
2022-06-02,V,40.5,,V,40.5,17.3,V,27.0,,V,27.0,2130,ft^3/s,Approved
2022-06-03,V,40.5,,V,40.5,16.6,V,27.3,,V,27.3,2360,ft^3/s,Approved
2022-06-04,V,42.1,,V,42.1,15.8,V,27.4,,V,27.4,2860,ft^3/s,Approved
2022-06-05,V,40.6,,V,40.6,15.0,V,27.4,,V,27.4,3470,ft^3/s,Approved
2022-06-06,V,38.1,,V,38.1,14.4,V,27.7,,V,27.7,3980,ft^3/s,Approved
2022-06-07,V,39.2,,V,39.2,13.8,V,27.2,,V,27.2,3800,ft^3/s,Approved
2022-06-08,V,41.4,,V,41.4,13.3,V,26.4,,V,26.4,3540,ft^3/s,Approved
2022-06-09,V,45.3,,V,45.3,12.8,V,25.1,,V,25.1,3520,ft^3/s,Approved
2022-06-10,V,45.7,,V,45.7,12.3,V,24.0,,V,24.0,4490,ft^3/s,Approved
2022-06-11,V,41.9,,V,41.9,11.9,V,23.5,,V,23.5,5580,ft^3/s,Approved
2022-06-12,V,39.6,,V,39.6,11.3,V,23.0,,V,23.0,6320,ft^3/s,Approved
2022-06-13,V,37.8,,V,37.8,10.7,V,22.6,,V,22.6,8070,ft^3/s,Approved
2022-06-14,V,35.4,,V,35.4,10.1,V,22.0,,V,22.0,6380,ft^3/s,Approved
2022-06-15,V,41.9,,V,41.9,9.5,V,20.5,,V,20.5,4710,ft^3/s,Approved
2022-06-16,V,49.3,,V,49.3,8.8,V,18.6,,V,18.6,4250,ft^3/s,Approved
2022-06-17,V,53.8,,V,53.8,8.2,V,16.5,,V,16.5,4930,ft^3/s,Approved
2022-06-18,V,52.9,,V,52.9,7.5,V,14.6,,V,14.6,5870,ft^3/s,Approved
2022-06-19,V,42.4,,V,42.4,6.9,V,14.1,,V,14.1,5530,ft^3/s,Approved
2022-06-20,V,38.7,,V,38.7,6.2,V,13.8,,V,13.8,4620,ft^3/s,Approved
2022-06-21,V,41.4,,V,41.4,5.5,V,13.0,,V,13.0,3850,ft^3/s,Approved
2022-06-22,V,48.2,,V,48.2,5.0,V,11.5,,V,11.5,3660,ft^3/s,Approved
2022-06-23,V,47.8,,V,47.8,4.4,V,10.5,,V,10.5,3750,ft^3/s,Approved
2022-06-24,V,43.9,,V,43.9,3.9,V,9.8,,V,9.8,3730,ft^3/s,Approved
2022-06-25,V,40.3,,V,40.3,3.4,V,8.8,,V,8.8,3400,ft^3/s,Approved
2022-06-26,V,45.9,,V,45.9,2.9,V,7.4,,V,7.4,3080,ft^3/s,Approved
2022-06-27,V,50.5,,V,50.5,2.5,V,5.7,,V,5.7,2980,ft^3/s,Approved
2022-06-28,V,50.2,,V,50.2,2.1,V,4.3,,V,4.3,2970,ft^3/s,Approved
2022-06-29,V,48.6,,V,48.6,1.6,V,2.6,,V,2.6,3040,ft^3/s,Approved
2022-06-30,V,46.6,,V,46.6,1.3,V,1.4,,V,1.4,2820,ft^3/s,Approved
2022-07-01,V,48.9,,V,48.9,1.2,V,0.7,,V,0.7,2580,ft^3/s,Approved
2022-07-02,V,50.7,,V,50.7,1.0,V,0.2,,E,0.0,2450,ft^3/s,Approved
2022-07-03,V,48.6,,V,48.6,0.9,V,0.2,,E,0.0,2400,ft^3/s,Approved
2022-07-04,V,47.8,,V,47.8,0.8,V,0.2,,E,0.0,2420,ft^3/s,Approved
2022-07-05,V,49.6,,V,49.6,0.6,V,0.1,,E,0.0,2230,ft^3/s,Approved
2022-07-06,V,54.3,,V,54.3,0.5,V,0.1,,E,0.0,2080,ft^3/s,Approved
2022-07-07,V,52.5,,V,52.5,0.4,V,0.2,,E,0.0,1970,ft^3/s,Approved
2022-07-08,V,56.5,,V,56.5,0.3,V,0.1,,E,0.0,1860,ft^3/s,Approved
2022-07-09,V,58.5,,V,58.5,0.2,V,0.0,,V,0.0,1750,ft^3/s,Approved
2022-07-10,V,52.5,,V,52.5,0.1,V,0.0,,V,0.0,1660,ft^3/s,Approved
2022-07-11,V,50.5,,V,50.5,0.0,V,0.0,,V,0.0,1560,ft^3/s,Approved
2022-07-12,V,58.3,,V,58.3,0.0,V,0.0,,V,0.0,1460,ft^3/s,Approved
2022-07-13,V,57.9,,V,57.9,0.0,V,0.1,,E,0.0,1390,ft^3/s,Approved
2022-07-14,V,56.7,,V,56.7,0.0,V,0.0,,V,0.0,1390,ft^3/s,Approved
2022-07-15,V,55.6,,V,55.6,0.0,V,0.1,,E,0.0,1330,ft^3/s,Approved
2022-07-16,V,59.4,,V,59.4,0.0,V,0.0,,V,0.0,1320,ft^3/s,Approved
2022-07-17,V,62.2,,V,62.2,0.0,V,-0.1,,E,0.0,1220,ft^3/s,Approved
2022-07-18,V,62.1,,V,62.1,0.0,V,0.0,,V,0.0,1150,ft^3/s,Approved
2022-07-19,V,54.3,,V,54.3,0.0,V,0.0,,V,0.0,1090,ft^3/s,Approved
2022-07-20,V,58.1,,V,58.1,0.0,V,-0.1,,E,0.0,1020,ft^3/s,Approved
2022-07-21,V,57.4,,V,57.4,0.0,V,-0.1,,E,0.0,977,ft^3/s,Approved
2022-07-22,V,59.2,,V,59.2,0.0,V,-0.1,,E,0.0,943,ft^3/s,Approved
2022-07-23,V,54.0,,V,54.0,0.0,V,-0.1,,E,0.0,917,ft^3/s,Approved
2022-07-24,V,57.6,,V,57.6,0.0,V,0.0,,V,0.0,888,ft^3/s,Approved
2022-07-25,V,54.9,,V,54.9,0.0,V,-0.1,,E,0.0,862,ft^3/s,Approved
2022-07-26,V,57.6,,V,57.6,0.0,V,-0.1,,E,0.0,836,ft^3/s,Approved
2022-07-27,V,57.4,,V,57.4,0.0,V,-0.1,,E,0.0,809,ft^3/s,Approved
2022-07-28,V,56.8,,V,56.8,0.0,V,-0.1,,E,0.0,785,ft^3/s,Approved
2022-07-29,V,59.4,,V,59.4,0.0,V,0.0,,V,0.0,763,ft^3/s,Approved
2022-07-30,V,58.3,,V,58.3,0.0,V,-0.1,,E,0.0,750,ft^3/s,Approved
2022-07-31,V,61.0,,V,61.0,0.0,V,-0.1,,E,0.0,725,ft^3/s,Approved
2022-08-01,V,63.7,,V,63.7,0.0,V,-0.1,,E,0.0,706,ft^3/s,Approved
2022-08-02,V,60.6,,V,60.6,0.0,V,-0.1,,E,0.0,694,ft^3/s,Approved
2022-08-03,V,56.8,,V,56.8,0.0,V,-0.1,,E,0.0,680,ft^3/s,Approved
2022-08-04,V,58.3,,V,58.3,0.0,V,0.0,,V,0.0,665,ft^3/s,Approved
2022-08-05,V,54.3,,V,54.3,0.0,V,0.1,,E,0.0,670,ft^3/s,Approved
2022-08-06,V,49.6,,V,49.6,0.0,V,0.1,,E,0.0,692,ft^3/s,Approved
2022-08-07,V,50.2,,V,50.2,0.0,V,0.0,,V,0.0,687,ft^3/s,Approved
2022-08-08,V,56.5,,V,56.5,0.0,V,0.0,,V,0.0,639,ft^3/s,Approved
2022-08-09,V,58.5,,V,58.5,0.0,V,-0.1,,E,0.0,618,ft^3/s,Approved
2022-08-10,V,64.2,,V,64.2,0.0,V,-0.1,,E,0.0,603,ft^3/s,Approved
2022-08-11,V,59.0,,V,59.0,0.0,V,-0.1,,E,0.0,603,ft^3/s,Approved
2022-08-12,V,58.6,,V,58.6,0.0,V,0.0,,V,0.0,592,ft^3/s,Approved
2022-08-13,V,55.2,,V,55.2,0.0,V,0.0,,V,0.0,612,ft^3/s,Approved
2022-08-14,V,56.3,,V,56.3,0.0,V,0.0,,V,0.0,617,ft^3/s,Approved
2022-08-15,V,56.1,,V,56.1,0.0,V,0.0,,V,0.0,578,ft^3/s,Approved
2022-08-16,V,57.6,,V,57.6,0.0,V,-0.1,,E,0.0,558,ft^3/s,Approved
2022-08-17,V,57.0,,V,57.0,0.0,V,-0.1,,E,0.0,545,ft^3/s,Approved
2022-08-18,V,57.9,,V,57.9,0.0,V,-0.1,,E,0.0,533,ft^3/s,Approved
2022-08-19,V,58.6,,V,58.6,0.0,V,-0.1,,E,0.0,526,ft^3/s,Approved
2022-08-20,V,55.0,,V,55.0,0.0,V,0.0,,V,0.0,525,ft^3/s,Approved
2022-08-21,V,52.5,,V,52.5,0.0,V,0.1,,E,0.0,532,ft^3/s,Approved
2022-08-22,V,54.0,,V,54.0,0.0,V,0.1,,E,0.0,541,ft^3/s,Approved
2022-08-23,V,54.3,,V,54.3,0.0,V,0.0,,V,0.0,535,ft^3/s,Approved
2022-08-24,V,57.6,,V,57.6,0.0,V,0.0,,V,0.0,515,ft^3/s,Approved
2022-08-25,V,53.1,,V,53.1,0.0,V,0.1,,E,0.0,519,ft^3/s,Approved
2022-08-26,V,50.4,,V,50.4,0.0,V,0.1,,E,0.0,535,ft^3/s,Approved
2022-08-27,V,50.7,,V,50.7,0.0,V,0.1,,E,0.0,512,ft^3/s,Approved
2022-08-28,V,45.9,,V,45.9,0.0,V,0.1,,E,0.0,508,ft^3/s,Approved
2022-08-29,V,50.5,,V,50.5,0.0,V,0.0,,V,0.0,489,ft^3/s,Approved
2022-08-30,V,55.8,,V,55.8,0.0,V,0.0,,V,0.0,477,ft^3/s,Approved
2022-08-31,V,57.7,,V,57.7,0.0,V,0.0,,V,0.0,466,ft^3/s,Approved
2022-09-01,V,57.6,,V,57.6,0.0,V,0.0,,V,0.0,459,ft^3/s,Approved
2022-09-02,V,55.8,,V,55.8,0.0,V,0.0,,V,0.0,449,ft^3/s,Approved
2022-09-03,V,62.8,,V,62.8,0.0,V,-0.1,,E,0.0,444,ft^3/s,Approved
2022-09-04,V,60.4,,V,60.4,0.0,V,-0.1,,E,0.0,437,ft^3/s,Approved
2022-09-05,V,58.6,,V,58.6,0.0,V,-0.1,,E,0.0,431,ft^3/s,Approved
2022-09-06,V,59.5,,V,59.5,0.0,V,-0.1,,E,0.0,426,ft^3/s,Approved
2022-09-07,V,62.1,,V,62.1,0.0,V,-0.1,,E,0.0,423,ft^3/s,Approved
2022-09-08,V,51.1,,V,51.1,0.0,V,0.1,,E,0.0,431,ft^3/s,Approved
2022-09-09,V,37.6,,V,37.6,0.0,V,0.0,,V,0.0,440,ft^3/s,Approved
2022-09-10,V,41.4,,V,41.4,0.0,V,0.0,,V,0.0,436,ft^3/s,Approved
2022-09-11,V,49.3,,V,49.3,0.0,V,0.0,,V,0.0,431,ft^3/s,Approved
2022-09-12,V,53.6,,V,53.6,0.0,V,0.0,,V,0.0,421,ft^3/s,Approved
2022-09-13,V,54.0,,V,54.0,0.0,V,0.1,,E,0.0,419,ft^3/s,Approved
2022-09-14,V,45.3,,V,45.3,0.0,V,0.1,,E,0.0,429,ft^3/s,Approved
2022-09-15,V,45.7,,V,45.7,0.0,V,0.1,,E,0.0,429,ft^3/s,Approved
2022-09-16,V,41.4,,V,41.4,0.1,V,0.1,,E,0.0,452,ft^3/s,Approved
2022-09-17,V,39.9,,V,39.9,0.1,V,0.2,,E,0.0,478,ft^3/s,Approved
2022-09-18,V,45.5,,V,45.5,0.0,V,0.1,,E,0.0,447,ft^3/s,Approved
2022-09-19,V,49.3,,V,49.3,0.1,V,0.1,,E,0.0,438,ft^3/s,Approved
2022-09-20,V,41.7,,V,41.7,0.1,V,0.1,,E,0.0,422,ft^3/s,Approved
2022-09-21,V,47.5,,V,47.5,0.2,V,0.2,,E,0.0,419,ft^3/s,Approved
2022-09-22,E,39.9,,E,39.9,0.2,E,0.3,,E,0.2,489,ft^3/s,Approved
2022-09-23,V,37.6,,V,37.6,0.2,V,0.2,,E,0.1,564,ft^3/s,Approved
2022-09-24,V,40.8,,V,40.8,0.1,V,0.1,,E,0.0,498,ft^3/s,Approved
2022-09-25,V,43.9,,V,43.9,0.1,V,0.1,,E,0.0,459,ft^3/s,Approved
2022-09-26,V,48.2,,V,48.2,0.2,V,0.1,,E,0.0,444,ft^3/s,Approved
2022-09-27,V,48.4,,V,48.4,0.2,V,0.1,,E,0.0,434,ft^3/s,Approved
2022-09-28,V,50.0,,V,50.0,0.1,V,0.1,,E,0.0,424,ft^3/s,Approved
2022-09-29,V,49.6,,V,49.6,0.1,V,0.1,,E,0.0,418,ft^3/s,Approved
2022-09-30,V,39.4,,V,39.4,0.1,V,0.2,,E,0.0,417,ft^3/s,Approved
2022-10-01,V,40.1,,V,40.1,0.2,V,0.2,,E,0.0,426,ft^3/s,Approved
2022-10-02,V,39.0,,V,39.0,0.2,V,0.2,,E,0.0,485,ft^3/s,Approved
2022-10-03,V,41.0,,V,41.0,0.3,V,0.2,,E,0.0,485,ft^3/s,Approved
2022-10-04,V,41.9,,V,41.9,0.4,V,0.0,,V,0.0,464,ft^3/s,Approved
2022-10-05,V,40.5,,V,40.5,0.5,V,0.0,,V,0.0,439,ft^3/s,Approved
2022-10-06,V,40.3,,V,40.3,0.6,V,-0.1,,E,0.0,427,ft^3/s,Approved
2022-10-07,V,37.4,,V,37.4,0.7,V,-0.1,,E,0.0,420,ft^3/s,Approved
2022-10-08,V,38.1,,V,38.1,0.7,V,-0.1,,E,0.0,414,ft^3/s,Approved
2022-10-09,V,41.2,,V,41.2,0.8,V,0.0,,V,0.0,411,ft^3/s,Approved
2022-10-10,V,43.5,,V,43.5,0.8,V,0.0,,V,0.0,408,ft^3/s,Approved
2022-10-11,V,40.6,,V,40.6,1.0,V,0.0,,V,0.0,407,ft^3/s,Approved
2022-10-12,V,41.5,,V,41.5,1.1,V,0.0,,V,0.0,398,ft^3/s,Approved
2022-10-13,V,38.3,,V,38.3,1.1,V,0.0,,V,0.0,392,ft^3/s,Approved
2022-10-14,V,40.6,,V,40.6,1.2,V,0.0,,V,0.0,392,ft^3/s,Approved
2022-10-15,V,36.7,,V,36.7,1.3,V,-0.1,,E,0.0,391,ft^3/s,Approved
2022-10-16,V,36.7,,V,36.7,1.3,V,-0.1,,E,0.0,388,ft^3/s,Approved
2022-10-17,V,39.9,,V,39.9,1.4,V,-0.1,,E,0.0,388,ft^3/s,Approved
2022-10-18,V,40.8,,V,40.8,1.4,V,-0.1,,E,0.0,383,ft^3/s,Approved
2022-10-19,V,39.7,,V,39.7,1.6,V,-0.1,,E,0.0,381,ft^3/s,Approved
2022-10-20,V,43.5,,V,43.5,1.7,V,0.0,,V,0.0,378,ft^3/s,Approved
2022-10-21,V,42.8,,V,42.8,1.8,V,0.2,,V,0.2,379,ft^3/s,Approved
2022-10-22,V,32.4,,V,32.4,1.8,V,1.2,,V,1.2,476,ft^3/s,Approved
2022-10-23,E,22.8,,E,22.8,1.9,E,2.0,,E,2.0,531,ft^3/s,Approved
2022-10-24,V,25.7,,V,25.7,2.0,V,2.0,,V,2.0,450,ft^3/s,Approved
2022-10-25,V,25.0,,V,25.0,2.1,V,1.9,,E,2.0,430,ft^3/s,Approved
2022-10-26,V,26.1,,V,26.1,2.1,V,2.0,,V,2.0,414,ft^3/s,Approved
2022-10-27,V,23.2,,V,23.2,2.2,V,1.9,,E,2.0,407,ft^3/s,Approved
2022-10-28,V,27.9,,V,27.9,2.3,V,2.0,,V,2.0,379,ft^3/s,Approved
2022-10-29,V,26.6,,V,26.6,2.4,V,1.9,,E,2.0,394,ft^3/s,Approved
2022-10-30,V,28.2,,V,28.2,2.5,V,2.0,,V,2.0,385,ft^3/s,Approved
2022-10-31,V,35.2,,V,35.2,2.6,V,2.0,,V,2.0,402,ft^3/s,Approved
2022-11-01,V,39.0,,V,39.0,2.8,V,2.0,,V,2.0,407,ft^3/s,Approved
2022-11-02,V,28.8,,V,28.8,2.9,V,2.4,,V,2.4,410,ft^3/s,Approved
2022-11-03,V,19.0,,V,19.0,3.0,V,2.3,,V,2.3,406,ft^3/s,Approved
2022-11-04,V,24.6,,V,24.6,3.2,V,2.8,,V,2.8,365,ft^3/s,Approved
2022-11-05,V,27.3,,V,27.3,3.3,V,2.8,,V,2.8,385,ft^3/s,Approved
2022-11-06,V,21.4,,V,21.4,3.4,V,2.9,,V,2.9,380,ft^3/s,Approved
2022-11-07,V,28.0,,V,28.0,3.5,V,3.4,,V,3.4,378,ft^3/s,Approved
2022-11-08,V,23.4,,V,23.4,3.7,V,3.7,,V,3.7,384,ft^3/s,Approved
2022-11-09,V,22.5,,V,22.5,3.8,V,3.7,,V,3.7,367,ft^3/s,Approved
2022-11-10,V,11.7,,V,11.7,3.8,V,3.7,,V,3.7,357,ft^3/s,Approved
2022-11-11,V,11.7,,V,11.7,4.0,V,3.7,,V,3.7,325,ft^3/s,Approved
2022-11-12,V,15.4,,V,15.4,4.1,V,3.8,,V,3.8,312,ft^3/s,Approved
2022-11-13,V,15.6,,V,15.6,4.2,V,3.9,,V,3.9,327,ft^3/s,Approved
2022-11-14,V,15.8,,V,15.8,4.4,V,4.2,,V,4.2,338,ft^3/s,Approved
2022-11-15,V,20.7,,V,20.7,4.5,V,4.3,,V,4.3,356,ft^3/s,Approved
2022-11-16,V,21.2,,V,21.2,4.6,V,4.5,,E,4.4,373,ft^3/s,Approved
2022-11-17,V,2.5,,V,2.5,4.7,V,4.4,,V,4.4,370,ft^3/s,Approved
2022-11-18,V,-0.2,,V,-0.2,4.8,V,4.5,,V,4.5,303,ft^3/s,Approved
2022-11-19,V,12.4,,V,12.4,4.9,V,4.6,,V,4.6,287,ft^3/s,Approved
2022-11-20,V,19.0,,V,19.0,5.0,V,4.6,,V,4.6,281,ft^3/s,Approved
2022-11-21,V,24.3,,V,24.3,5.1,V,4.6,,V,4.6,311,ft^3/s,Approved
2022-11-22,V,26.2,,V,26.2,5.2,V,4.6,,V,4.6,372,ft^3/s,Approved
2022-11-23,V,23.2,,V,23.2,5.3,V,5.3,,V,5.3,344,ft^3/s,Approved
2022-11-24,V,21.9,,V,21.9,5.4,V,5.3,,V,5.3,323,ft^3/s,Approved
2022-11-25,V,30.9,,V,30.9,5.6,V,5.3,,V,5.3,318,ft^3/s,Approved
2022-11-26,V,24.6,,V,24.6,5.8,V,5.6,,V,5.6,356,ft^3/s,Approved
2022-11-27,V,20.8,,V,20.8,5.9,V,6.1,,E,6.0,324,ft^3/s,Approved
2022-11-28,V,2.5,,V,2.5,6.0,V,6.0,,V,6.0,315,ft^3/s,Approved
2022-11-29,V,2.3,,V,2.3,6.1,V,6.2,,V,6.2,275,ft^3/s,Approved
2022-11-30,V,19.0,,V,19.0,6.3,V,6.3,,V,6.3,275,ft^3/s,Approved
2022-12-01,V,23.7,,V,23.7,6.4,V,6.7,,V,6.7,324,ft^3/s,Approved
2022-12-02,V,10.2,,V,10.2,6.6,V,6.8,,E,6.7,348,ft^3/s,Approved
2022-12-03,V,12.9,,V,12.9,6.8,V,6.7,,V,6.7,295,ft^3/s,Approved
2022-12-04,V,23.0,,V,23.0,6.9,V,7.0,,V,7.0,295,ft^3/s,Approved
2022-12-05,V,21.6,,V,21.6,6.9,V,7.3,,V,7.3,330,ft^3/s,Approved
2022-12-06,V,20.7,,V,20.7,7.0,V,7.3,,V,7.3,331,ft^3/s,Approved
2022-12-07,V,16.0,,V,16.0,7.1,V,7.2,,E,7.3,308,ft^3/s,Approved
2022-12-08,V,14.0,,V,14.0,7.2,V,7.2,,E,7.3,289,ft^3/s,Approved
2022-12-09,V,18.9,,V,18.9,7.2,V,7.4,,V,7.4,298,ft^3/s,Approved
2022-12-10,V,24.3,,V,24.3,7.4,V,7.4,,V,7.4,306,ft^3/s,Approved
2022-12-11,V,28.2,,V,28.2,7.4,V,7.4,,V,7.4,316,ft^3/s,Approved
2022-12-12,V,18.3,,V,18.3,7.5,V,7.6,,V,7.6,324,ft^3/s,Approved
2022-12-13,V,15.4,,V,15.4,7.6,V,7.6,,V,7.6,315,ft^3/s,Approved
2022-12-14,V,14.9,,V,14.9,7.8,V,7.9,,V,7.9,317,ft^3/s,Approved
2022-12-15,V,11.8,,V,11.8,7.9,V,8.0,,V,8.0,328,ft^3/s,Approved
2022-12-16,V,12.7,,V,12.7,8.0,V,8.0,,V,8.0,324,ft^3/s,Approved
2022-12-17,V,15.3,,V,15.3,8.1,V,8.0,,V,8.0,305,ft^3/s,Approved
2022-12-18,V,14.4,,V,14.4,8.2,V,8.0,,V,8.0,287,ft^3/s,Approved
2022-12-19,V,13.6,,V,13.6,8.3,V,8.0,,V,8.0,280,ft^3/s,Approved
2022-12-20,V,21.6,,V,21.6,8.4,V,8.1,,V,8.1,326,ft^3/s,Approved
2022-12-21,V,-7.1,,V,-7.1,8.5,V,7.9,,E,8.1,323,ft^3/s,Approved
2022-12-22,V,-21.6,,V,-21.6,8.7,V,8.1,,V,8.1,278,ft^3/s,Approved
2022-12-23,V,20.5,,V,20.5,8.7,V,8.4,,V,8.4,260,ft^3/s,Approved
2022-12-24,V,30.4,,V,30.4,8.9,V,8.5,,V,8.5,271,ft^3/s,Approved
2022-12-25,V,31.6,,V,31.6,9.0,V,8.7,,V,8.7,292,ft^3/s,Approved
2022-12-26,V,34.3,,V,34.3,9.0,V,8.7,,V,8.7,300,ft^3/s,Approved
2022-12-27,V,33.1,,V,33.1,9.1,V,9.1,,V,9.1,329,ft^3/s,Approved
2022-12-28,V,23.4,,V,23.4,9.2,V,9.3,,V,9.3,323,ft^3/s,Approved
2022-12-29,V,14.9,,V,14.9,9.4,V,9.3,,V,9.3,312,ft^3/s,Approved
2022-12-30,V,20.8,,V,20.8,9.6,V,9.3,,V,9.3,314,ft^3/s,Approved
2022-12-31,V,21.6,,V,21.6,9.8,V,9.5,,V,9.5,328,ft^3/s,Approved
2023-01-01,V,17.1,,V,17.1,9.9,V,9.5,,V,9.5,325,ft^3/s,Approved
2023-01-02,V,9.5,,V,9.5,10.0,V,9.5,,V,9.5,312,ft^3/s,Approved
2023-01-03,V,17.1,,V,17.1,10.1,V,9.5,,V,9.5,286,ft^3/s,Approved
2023-01-04,V,14.0,,V,14.0,10.2,V,9.4,,E,9.5,295,ft^3/s,Approved
2023-01-05,V,25.7,,V,25.7,10.3,V,9.5,,E,9.6,305,ft^3/s,Approved
2023-01-06,V,26.2,,V,26.2,10.4,V,9.6,,V,9.6,315,ft^3/s,Approved
2023-01-07,V,21.6,,V,21.6,10.6,V,9.6,,V,9.6,319,ft^3/s,Approved
2023-01-08,V,27.1,,V,27.1,10.7,V,9.6,,V,9.6,315,ft^3/s,Approved
2023-01-09,V,25.9,,V,25.9,10.8,V,9.6,,V,9.6,312,ft^3/s,Approved
2023-01-10,V,23.5,,V,23.5,11.0,V,9.6,,V,9.6,319,ft^3/s,Approved
2023-01-11,V,22.6,,V,22.6,11.2,V,9.7,,V,9.7,322,ft^3/s,Approved
2023-01-12,V,26.4,,V,26.4,11.2,V,9.7,,V,9.7,318,ft^3/s,Approved
2023-01-13,V,32.5,,V,32.5,11.3,V,9.6,,E,9.7,317,ft^3/s,Approved
2023-01-14,V,30.9,,V,30.9,11.4,V,9.6,,E,9.7,323,ft^3/s,Approved
2023-01-15,V,26.2,,V,26.2,11.5,V,9.7,,V,9.7,327,ft^3/s,Approved
2023-01-16,V,21.2,,V,21.2,11.6,V,9.8,,V,9.8,330,ft^3/s,Approved
2023-01-17,V,16.9,,V,16.9,11.8,V,9.9,,V,9.9,308,ft^3/s,Approved
2023-01-18,V,14.7,,V,14.7,11.9,V,9.8,,E,9.9,290,ft^3/s,Approved
2023-01-19,V,19.0,,V,19.0,12.0,V,10.0,,E,9.9,300,ft^3/s,Approved
2023-01-20,V,13.3,,V,13.3,12.1,V,9.9,,V,9.9,307,ft^3/s,Approved
2023-01-21,V,15.4,,V,15.4,12.2,V,10.0,,V,10.0,286,ft^3/s,Approved
2023-01-22,V,16.5,,V,16.5,12.3,V,10.0,,V,10.0,285,ft^3/s,Approved
2023-01-23,V,14.2,,V,14.2,12.4,V,10.0,,V,10.0,298,ft^3/s,Approved
2023-01-24,V,17.1,,V,17.1,12.5,V,10.2,,V,10.2,290,ft^3/s,Approved
2023-01-25,V,17.4,,V,17.4,12.6,V,10.4,,V,10.4,289,ft^3/s,Approved
2023-01-26,V,25.3,,V,25.3,12.7,V,10.9,,V,10.9,291,ft^3/s,Approved
2023-01-27,V,23.7,,V,23.7,12.9,V,12.2,,V,12.2,302,ft^3/s,Approved
2023-01-28,V,-0.4,,V,-0.4,12.9,V,12.2,,V,12.2,290,ft^3/s,Approved
2023-01-29,V,-21.3,,V,-21.3,13.0,V,12.0,,E,12.2,263,ft^3/s,Approved
2023-01-30,V,-8.5,,V,-8.5,13.2,V,12.2,,V,12.2,254,ft^3/s,Approved
2023-01-31,V,15.1,,V,15.1,13.3,V,12.4,,V,12.4,266,ft^3/s,Approved
2023-02-01,V,21.0,,V,21.0,13.4,V,12.5,,V,12.5,280,ft^3/s,Approved
2023-02-02,V,21.6,,V,21.6,13.5,V,12.5,,V,12.5,288,ft^3/s,Approved
2023-02-03,V,25.7,,V,25.7,13.6,V,12.6,,V,12.6,306,ft^3/s,Approved
2023-02-04,V,25.0,,V,25.0,13.7,V,12.6,,V,12.6,296,ft^3/s,Approved
2023-02-05,V,27.5,,V,27.5,13.8,V,12.6,,V,12.6,289,ft^3/s,Approved
2023-02-06,V,23.7,,V,23.7,13.9,V,12.8,,V,12.8,290,ft^3/s,Approved
2023-02-07,V,26.8,,V,26.8,14.0,V,12.8,,V,12.8,291,ft^3/s,Approved
